Year,month,value,var,district
1975,5,13.7,Tmax,East_Anglia
1976,5,17.5,Tmax,East_Anglia
1977,5,14.8,Tmax,East_Anglia
1978,5,15.3,Tmax,East_Anglia
1979,5,15.6,Tmax,East_Anglia
1980,5,15.6,Tmax,East_Anglia
1981,5,15.8,Tmax,East_Anglia
1982,5,17.1,Tmax,East_Anglia
1983,5,14.3,Tmax,East_Anglia
1984,5,13.4,Tmax,East_Anglia
1985,5,14.9,Tmax,East_Anglia
1986,5,16.3,Tmax,East_Anglia
1987,5,14.5,Tmax,East_Anglia
1988,5,16.5,Tmax,East_Anglia
1989,5,18.9,Tmax,East_Anglia
1990,5,18.4,Tmax,East_Anglia
1991,5,14.5,Tmax,East_Anglia
1992,5,19.2,Tmax,East_Anglia
1993,5,16.5,Tmax,East_Anglia
1994,5,14.9,Tmax,East_Anglia
1995,5,17.4,Tmax,East_Anglia
1996,5,13.8,Tmax,East_Anglia
1997,5,17.1,Tmax,East_Anglia
1998,5,17.9,Tmax,East_Anglia
1999,5,18.1,Tmax,East_Anglia
2000,5,16.9,Tmax,East_Anglia
2001,5,17.6,Tmax,East_Anglia
2002,5,16.5,Tmax,East_Anglia
2003,5,17.5,Tmax,East_Anglia
2004,5,16.9,Tmax,East_Anglia
2005,5,16.5,Tmax,East_Anglia
2006,5,17.2,Tmax,East_Anglia
2007,5,16.7,Tmax,East_Anglia
2008,5,18.3,Tmax,East_Anglia
2009,5,17.8,Tmax,East_Anglia
2010,5,15.9,Tmax,East_Anglia
2011,5,18.5,Tmax,East_Anglia
2012,5,16.5,Tmax,East_Anglia
2013,5,15.5,Tmax,East_Anglia
2014,5,17.4,Tmax,East_Anglia
2015,5,16.4,Tmax,East_Anglia
2016,5,17.5,Tmax,East_Anglia
2017,5,18.4,Tmax,East_Anglia
2018,5,19.0,Tmax,East_Anglia
2019,5,16.7,Tmax,East_Anglia
2020,5,19.1,Tmax,East_Anglia
2021,5,15.2,Tmax,East_Anglia
2022,5,18.6,Tmax,East_Anglia
2023,5,16.7,Tmax,East_Anglia
2024,5,18.5,Tmax,East_Anglia
2025,5,18.8,Tmax,East_Anglia
2026,5,20.0,Tmax,East_Anglia
1884,6,18.9,Tmax,East_Anglia
1885,6,19.5,Tmax,East_Anglia
1886,6,18.2,Tmax,East_Anglia
1887,6,20.8,Tmax,East_Anglia
1888,6,18.7,Tmax,East_Anglia
1889,6,20.2,Tmax,East_Anglia
1890,6,18.9,Tmax,East_Anglia
1891,6,19.3,Tmax,East_Anglia
1892,6,18.8,Tmax,East_Anglia
1893,6,21.0,Tmax,East_Anglia
1894,6,18.3,Tmax,East_Anglia
1895,6,20.2,Tmax,East_Anglia
1896,6,21.9,Tmax,East_Anglia
1897,6,20.3,Tmax,East_Anglia
1898,6,18.2,Tmax,East_Anglia
1899,6,20.6,Tmax,East_Anglia
1900,6,19.7,Tmax,East_Anglia
1901,6,19.7,Tmax,East_Anglia
1902,6,18.6,Tmax,East_Anglia
1903,6,17.4,Tmax,East_Anglia
1904,6,18.3,Tmax,East_Anglia
1905,6,19.3,Tmax,East_Anglia
1906,6,18.8,Tmax,East_Anglia
1907,6,17.4,Tmax,East_Anglia
1908,6,19.7,Tmax,East_Anglia
1909,6,15.8,Tmax,East_Anglia
1910,6,19.7,Tmax,East_Anglia
1911,6,19.7,Tmax,East_Anglia
1912,6,19.3,Tmax,East_Anglia
1913,6,19.8,Tmax,East_Anglia
1914,6,19.8,Tmax,East_Anglia
1915,6,19.8,Tmax,East_Anglia
1916,6,16.0,Tmax,East_Anglia
1917,6,21.8,Tmax,East_Anglia
1918,6,18.8,Tmax,East_Anglia
1919,6,19.8,Tmax,East_Anglia
1920,6,19.8,Tmax,East_Anglia
1921,6,19.7,Tmax,East_Anglia
1922,6,19.4,Tmax,East_Anglia
1923,6,16.8,Tmax,East_Anglia
1924,6,19.4,Tmax,East_Anglia
1925,6,20.0,Tmax,East_Anglia
1926,6,18.2,Tmax,East_Anglia
1927,6,17.6,Tmax,East_Anglia
1928,6,18.5,Tmax,East_Anglia
1929,6,18.6,Tmax,East_Anglia
1930,6,20.8,Tmax,East_Anglia
1931,6,19.7,Tmax,East_Anglia
1932,6,18.8,Tmax,East_Anglia
1933,6,20.5,Tmax,East_Anglia
1934,6,20.1,Tmax,East_Anglia
1935,6,20.3,Tmax,East_Anglia
1936,6,20.0,Tmax,East_Anglia
1937,6,19.5,Tmax,East_Anglia
1938,6,20.4,Tmax,East_Anglia
1939,6,19.0,Tmax,East_Anglia
1940,6,21.9,Tmax,East_Anglia
1941,6,20.2,Tmax,East_Anglia
1942,6,20.3,Tmax,East_Anglia
1943,6,19.8,Tmax,East_Anglia
1944,6,18.3,Tmax,East_Anglia
1945,6,20.0,Tmax,East_Anglia
1946,6,18.3,Tmax,East_Anglia
1947,6,21.7,Tmax,East_Anglia
1948,6,18.5,Tmax,East_Anglia
1949,6,20.0,Tmax,East_Anglia
1950,6,22.2,Tmax,East_Anglia
1951,6,18.8,Tmax,East_Anglia
1952,6,20.2,Tmax,East_Anglia
1953,6,17.8,Tmax,East_Anglia
1954,6,18.1,Tmax,East_Anglia
1955,6,18.6,Tmax,East_Anglia
1956,6,17.2,Tmax,East_Anglia
1957,6,21.1,Tmax,East_Anglia
1958,6,18.2,Tmax,East_Anglia
1959,6,21.0,Tmax,East_Anglia
1960,6,21.0,Tmax,East_Anglia
1961,6,20.7,Tmax,East_Anglia
1962,6,19.0,Tmax,East_Anglia
1963,6,19.4,Tmax,East_Anglia
1964,6,18.6,Tmax,East_Anglia
1965,6,18.9,Tmax,East_Anglia
1966,6,20.7,Tmax,East_Anglia
1967,6,18.9,Tmax,East_Anglia
1968,6,19.4,Tmax,East_Anglia
1969,6,18.9,Tmax,East_Anglia
1970,6,21.9,Tmax,East_Anglia
1971,6,16.8,Tmax,East_Anglia
1972,6,17.0,Tmax,East_Anglia
1973,6,20.8,Tmax,East_Anglia
1974,6,18.7,Tmax,East_Anglia
1975,6,19.8,Tmax,East_Anglia
1976,6,24.0,Tmax,East_Anglia
1977,6,16.6,Tmax,East_Anglia
1978,6,18.6,Tmax,East_Anglia
1979,6,18.8,Tmax,East_Anglia
1980,6,19.2,Tmax,East_Anglia
1981,6,17.9,Tmax,East_Anglia
1982,6,20.0,Tmax,East_Anglia
1983,6,19.2,Tmax,East_Anglia
1984,6,19.2,Tmax,East_Anglia
1985,6,17.1,Tmax,East_Anglia
1986,6,19.9,Tmax,East_Anglia
1987,6,17.4,Tmax,East_Anglia
1988,6,17.9,Tmax,East_Anglia
1989,6,20.2,Tmax,East_Anglia
1990,6,18.7,Tmax,East_Anglia
1991,6,16.9,Tmax,East_Anglia
1992,6,21.1,Tmax,East_Anglia
1993,6,20.2,Tmax,East_Anglia
1994,6,20.1,Tmax,East_Anglia
1995,6,18.3,Tmax,East_Anglia
1996,6,20.8,Tmax,East_Anglia
1997,6,18.6,Tmax,East_Anglia
1998,6,19.2,Tmax,East_Anglia
1999,6,19.1,Tmax,East_Anglia
2000,6,20.2,Tmax,East_Anglia
2001,6,19.4,Tmax,East_Anglia
2002,6,20.0,Tmax,East_Anglia
2003,6,21.9,Tmax,East_Anglia
2004,6,21.0,Tmax,East_Anglia
2005,6,21.1,Tmax,East_Anglia
2006,6,21.4,Tmax,East_Anglia
2007,6,19.9,Tmax,East_Anglia
2008,6,19.5,Tmax,East_Anglia
2009,6,20.1,Tmax,East_Anglia
2010,6,20.9,Tmax,East_Anglia
2011,6,20.2,Tmax,East_Anglia
2012,6,18.3,Tmax,East_Anglia
2013,6,18.6,Tmax,East_Anglia
2014,6,20.5,Tmax,East_Anglia
2015,6,20.1,Tmax,East_Anglia
2016,6,19.6,Tmax,East_Anglia
2017,6,22.0,Tmax,East_Anglia
2018,6,21.6,Tmax,East_Anglia
2019,6,20.1,Tmax,East_Anglia
2020,6,20.9,Tmax,East_Anglia
2021,6,20.8,Tmax,East_Anglia
2022,6,21.4,Tmax,East_Anglia
2023,6,23.0,Tmax,East_Anglia
2024,6,20.1,Tmax,East_Anglia
2025,6,24.0,Tmax,East_Anglia
2026,6,23.6,Tmax,East_Anglia
1884,7,22.2,Tmax,East_Anglia
1885,7,22.0,Tmax,East_Anglia
1886,7,21.4,Tmax,East_Anglia
1887,7,24.4,Tmax,East_Anglia
1888,7,18.0,Tmax,East_Anglia
1889,7,19.8,Tmax,East_Anglia
1890,7,19.4,Tmax,East_Anglia
1891,7,19.6,Tmax,East_Anglia
1892,7,18.8,Tmax,East_Anglia
1893,7,21.5,Tmax,East_Anglia
1894,7,21.1,Tmax,East_Anglia
1895,7,20.8,Tmax,East_Anglia
1896,7,22.9,Tmax,East_Anglia
1897,7,22.0,Tmax,East_Anglia
1898,7,20.4,Tmax,East_Anglia
1899,7,23.2,Tmax,East_Anglia
1900,7,24.3,Tmax,East_Anglia
1901,7,23.3,Tmax,East_Anglia
1902,7,20.4,Tmax,East_Anglia
1903,7,20.5,Tmax,East_Anglia
1904,7,23.2,Tmax,East_Anglia
1905,7,23.6,Tmax,East_Anglia
1906,7,22.0,Tmax,East_Anglia
1907,7,18.4,Tmax,East_Anglia
1908,7,21.0,Tmax,East_Anglia
1909,7,19.7,Tmax,East_Anglia
1910,7,18.1,Tmax,East_Anglia
1911,7,24.6,Tmax,East_Anglia
1912,7,21.2,Tmax,East_Anglia
1913,7,18.4,Tmax,East_Anglia
1914,7,21.5,Tmax,East_Anglia
1915,7,20.0,Tmax,East_Anglia
1916,7,19.8,Tmax,East_Anglia
1917,7,21.4,Tmax,East_Anglia
1918,7,20.9,Tmax,East_Anglia
1919,7,17.7,Tmax,East_Anglia
1920,7,19.4,Tmax,East_Anglia
1921,7,24.9,Tmax,East_Anglia
1922,7,18.5,Tmax,East_Anglia
1923,7,23.5,Tmax,East_Anglia
1924,7,21.3,Tmax,East_Anglia
1925,7,22.4,Tmax,East_Anglia
1926,7,21.2,Tmax,East_Anglia
1927,7,19.7,Tmax,East_Anglia
1928,7,23.3,Tmax,East_Anglia
1929,7,22.0,Tmax,East_Anglia
1930,7,20.3,Tmax,East_Anglia
1931,7,20.6,Tmax,East_Anglia
1932,7,21.2,Tmax,East_Anglia
1933,7,23.7,Tmax,East_Anglia
1934,7,23.8,Tmax,East_Anglia
1935,7,23.6,Tmax,East_Anglia
1936,7,20.0,Tmax,East_Anglia
1937,7,20.9,Tmax,East_Anglia
1938,7,20.8,Tmax,East_Anglia
1939,7,20.7,Tmax,East_Anglia
1940,7,20.6,Tmax,East_Anglia
1941,7,23.8,Tmax,East_Anglia
1942,7,20.7,Tmax,East_Anglia
1943,7,22.0,Tmax,East_Anglia
1944,7,21.2,Tmax,East_Anglia
1945,7,22.4,Tmax,East_Anglia
1946,7,21.9,Tmax,East_Anglia
1947,7,22.5,Tmax,East_Anglia
1948,7,20.2,Tmax,East_Anglia
1949,7,23.2,Tmax,East_Anglia
1950,7,21.3,Tmax,East_Anglia
1951,7,22.1,Tmax,East_Anglia
1952,7,22.2,Tmax,East_Anglia
1953,7,20.5,Tmax,East_Anglia
1954,7,18.8,Tmax,East_Anglia
1955,7,22.1,Tmax,East_Anglia
1956,7,20.3,Tmax,East_Anglia
1957,7,21.2,Tmax,East_Anglia
1958,7,20.7,Tmax,East_Anglia
1959,7,23.6,Tmax,East_Anglia
1960,7,19.8,Tmax,East_Anglia
1961,7,20.5,Tmax,East_Anglia
1962,7,18.9,Tmax,East_Anglia
1963,7,20.1,Tmax,East_Anglia
1964,7,21.7,Tmax,East_Anglia
1965,7,18.3,Tmax,East_Anglia
1966,7,19.4,Tmax,East_Anglia
1967,7,22.8,Tmax,East_Anglia
1968,7,19.3,Tmax,East_Anglia
1969,7,22.6,Tmax,East_Anglia
1970,7,20.5,Tmax,East_Anglia
1971,7,22.2,Tmax,East_Anglia
1972,7,20.3,Tmax,East_Anglia
1973,7,20.6,Tmax,East_Anglia
1974,7,20.0,Tmax,East_Anglia
1975,7,22.8,Tmax,East_Anglia
1976,7,24.9,Tmax,East_Anglia
1977,7,20.6,Tmax,East_Anglia
1978,7,19.1,Tmax,East_Anglia
1979,7,21.4,Tmax,East_Anglia
1980,7,19.1,Tmax,East_Anglia
1981,7,20.6,Tmax,East_Anglia
1982,7,21.4,Tmax,East_Anglia
1983,7,25.1,Tmax,East_Anglia
1984,7,21.8,Tmax,East_Anglia
1985,7,21.5,Tmax,East_Anglia
1986,7,21.5,Tmax,East_Anglia
1987,7,20.4,Tmax,East_Anglia
1988,7,19.7,Tmax,East_Anglia
1989,7,23.8,Tmax,East_Anglia
1990,7,22.9,Tmax,East_Anglia
1991,7,22.7,Tmax,East_Anglia
1992,7,21.7,Tmax,East_Anglia
1993,7,20.6,Tmax,East_Anglia
1994,7,24.6,Tmax,East_Anglia
1995,7,24.9,Tmax,East_Anglia
1996,7,22.5,Tmax,East_Anglia
1997,7,22.0,Tmax,East_Anglia
1998,7,20.7,Tmax,East_Anglia
1999,7,23.5,Tmax,East_Anglia
2000,7,19.4,Tmax,East_Anglia
2001,7,22.6,Tmax,East_Anglia
2002,7,21.6,Tmax,East_Anglia
2003,7,23.1,Tmax,East_Anglia
2004,7,21.5,Tmax,East_Anglia
2005,7,21.5,Tmax,East_Anglia
2006,7,26.7,Tmax,East_Anglia
2007,7,20.9,Tmax,East_Anglia
2008,7,22.1,Tmax,East_Anglia
2009,7,22.1,Tmax,East_Anglia
2010,7,24.1,Tmax,East_Anglia
2011,7,20.4,Tmax,East_Anglia
2012,7,20.7,Tmax,East_Anglia
2013,7,24.3,Tmax,East_Anglia
2014,7,23.8,Tmax,East_Anglia
2015,7,22.4,Tmax,East_Anglia
2016,7,23.0,Tmax,East_Anglia
2017,7,22.3,Tmax,East_Anglia
2018,7,26.3,Tmax,East_Anglia
2019,7,23.6,Tmax,East_Anglia
2020,7,21.8,Tmax,East_Anglia
2021,7,22.7,Tmax,East_Anglia
2022,7,25.5,Tmax,East_Anglia
2023,7,22.0,Tmax,East_Anglia
2024,7,22.0,Tmax,East_Anglia
2025,7,24.3,Tmax,East_Anglia
2026,7,,Tmax,East_Anglia
1884,8,23.8,Tmax,East_Anglia
1885,8,18.7,Tmax,East_Anglia
1886,8,21.3,Tmax,East_Anglia
1887,8,21.9,Tmax,East_Anglia
1888,8,19.3,Tmax,East_Anglia
1889,8,20.1,Tmax,East_Anglia
1890,8,19.5,Tmax,East_Anglia
1891,8,18.9,Tmax,East_Anglia
1892,8,20.9,Tmax,East_Anglia
1893,8,23.3,Tmax,East_Anglia
1894,8,19.2,Tmax,East_Anglia
1895,8,21.3,Tmax,East_Anglia
1896,8,19.3,Tmax,East_Anglia
1897,8,21.9,Tmax,East_Anglia
1898,8,22.4,Tmax,East_Anglia
1899,8,23.7,Tmax,East_Anglia
1900,8,20.5,Tmax,East_Anglia
1901,8,22.3,Tmax,East_Anglia
1902,8,19.4,Tmax,East_Anglia
1903,8,19.5,Tmax,East_Anglia
1904,8,21.1,Tmax,East_Anglia
1905,8,20.4,Tmax,East_Anglia
1906,8,23.3,Tmax,East_Anglia
1907,8,20.1,Tmax,East_Anglia
1908,8,19.8,Tmax,East_Anglia
1909,8,21.1,Tmax,East_Anglia
1910,8,20.4,Tmax,East_Anglia
1911,8,24.9,Tmax,East_Anglia
1912,8,17.8,Tmax,East_Anglia
1913,8,20.5,Tmax,East_Anglia
1914,8,22.1,Tmax,East_Anglia
1915,8,20.4,Tmax,East_Anglia
1916,8,21.6,Tmax,East_Anglia
1917,8,19.8,Tmax,East_Anglia
1918,8,21.5,Tmax,East_Anglia
1919,8,22.0,Tmax,East_Anglia
1920,8,18.2,Tmax,East_Anglia
1921,8,21.4,Tmax,East_Anglia
1922,8,18.6,Tmax,East_Anglia
1923,8,21.3,Tmax,East_Anglia
1924,8,19.4,Tmax,East_Anglia
1925,8,20.5,Tmax,East_Anglia
1926,8,21.7,Tmax,East_Anglia
1927,8,20.6,Tmax,East_Anglia
1928,8,20.6,Tmax,East_Anglia
1929,8,21.4,Tmax,East_Anglia
1930,8,21.4,Tmax,East_Anglia
1931,8,18.8,Tmax,East_Anglia
1932,8,23.2,Tmax,East_Anglia
1933,8,24.4,Tmax,East_Anglia
1934,8,21.4,Tmax,East_Anglia
1935,8,23.4,Tmax,East_Anglia
1936,8,21.3,Tmax,East_Anglia
1937,8,22.4,Tmax,East_Anglia
1938,8,21.5,Tmax,East_Anglia
1939,8,21.6,Tmax,East_Anglia
1940,8,21.2,Tmax,East_Anglia
1941,8,19.4,Tmax,East_Anglia
1942,8,22.3,Tmax,East_Anglia
1943,8,21.9,Tmax,East_Anglia
1944,8,23.2,Tmax,East_Anglia
1945,8,20.5,Tmax,East_Anglia
1946,8,19.8,Tmax,East_Anglia
1947,8,24.7,Tmax,East_Anglia
1948,8,20.0,Tmax,East_Anglia
1949,8,23.0,Tmax,East_Anglia
1950,8,21.6,Tmax,East_Anglia
1951,8,20.2,Tmax,East_Anglia
1952,8,21.6,Tmax,East_Anglia
1953,8,21.7,Tmax,East_Anglia
1954,8,19.4,Tmax,East_Anglia
1955,8,23.1,Tmax,East_Anglia
1956,8,18.4,Tmax,East_Anglia
1957,8,20.1,Tmax,East_Anglia
1958,8,20.8,Tmax,East_Anglia
1959,8,23.2,Tmax,East_Anglia
1960,8,20.1,Tmax,East_Anglia
1961,8,20.9,Tmax,East_Anglia
1962,8,19.6,Tmax,East_Anglia
1963,8,18.9,Tmax,East_Anglia
1964,8,21.4,Tmax,East_Anglia
1965,8,20.1,Tmax,East_Anglia
1966,8,19.9,Tmax,East_Anglia
1967,8,21.0,Tmax,East_Anglia
1968,8,19.3,Tmax,East_Anglia
1969,8,20.8,Tmax,East_Anglia
1970,8,21.2,Tmax,East_Anglia
1971,8,20.7,Tmax,East_Anglia
1972,8,20.5,Tmax,East_Anglia
1973,8,22.3,Tmax,East_Anglia
1974,8,20.8,Tmax,East_Anglia
1975,8,24.8,Tmax,East_Anglia
1976,8,23.3,Tmax,East_Anglia
1977,8,19.8,Tmax,East_Anglia
1978,8,19.7,Tmax,East_Anglia
1979,8,20.3,Tmax,East_Anglia
1980,8,21.1,Tmax,East_Anglia
1981,8,21.6,Tmax,East_Anglia
1982,8,21.3,Tmax,East_Anglia
1983,8,22.8,Tmax,East_Anglia
1984,8,23.2,Tmax,East_Anglia
1985,8,19.8,Tmax,East_Anglia
1986,8,18.9,Tmax,East_Anglia
1987,8,20.5,Tmax,East_Anglia
1988,8,21.2,Tmax,East_Anglia
1989,8,23.1,Tmax,East_Anglia
1990,8,24.9,Tmax,East_Anglia
1991,8,23.5,Tmax,East_Anglia
1992,8,21.2,Tmax,East_Anglia
1993,8,20.3,Tmax,East_Anglia
1994,8,21.7,Tmax,East_Anglia
1995,8,24.8,Tmax,East_Anglia
1996,8,22.0,Tmax,East_Anglia
1997,8,25.2,Tmax,East_Anglia
1998,8,22.0,Tmax,East_Anglia
1999,8,21.7,Tmax,East_Anglia
2000,8,22.7,Tmax,East_Anglia
2001,8,22.5,Tmax,East_Anglia
2002,8,22.7,Tmax,East_Anglia
2003,8,24.4,Tmax,East_Anglia
2004,8,22.9,Tmax,East_Anglia
2005,8,21.7,Tmax,East_Anglia
2006,8,20.9,Tmax,East_Anglia
2007,8,21.1,Tmax,East_Anglia
2008,8,21.5,Tmax,East_Anglia
2009,8,23.5,Tmax,East_Anglia
2010,8,20.7,Tmax,East_Anglia
2011,8,21.1,Tmax,East_Anglia
2012,8,22.7,Tmax,East_Anglia
2013,8,23.2,Tmax,East_Anglia
2014,8,20.9,Tmax,East_Anglia
2015,8,22.0,Tmax,East_Anglia
2016,8,23.6,Tmax,East_Anglia
2017,8,21.6,Tmax,East_Anglia
2018,8,23.0,Tmax,East_Anglia
2019,8,24.0,Tmax,East_Anglia
2020,8,23.8,Tmax,East_Anglia
2021,8,20.9,Tmax,East_Anglia
2022,8,25.8,Tmax,East_Anglia
2023,8,22.3,Tmax,East_Anglia
2024,8,23.8,Tmax,East_Anglia
2025,8,23.8,Tmax,East_Anglia
2026,8,,Tmax,East_Anglia
1884,9,19.4,Tmax,East_Anglia
1885,9,17.2,Tmax,East_Anglia
1886,9,19.1,Tmax,East_Anglia
1887,9,16.1,Tmax,East_Anglia
1888,9,17.2,Tmax,East_Anglia
1889,9,17.2,Tmax,East_Anglia
1890,9,20.5,Tmax,East_Anglia
1891,9,19.8,Tmax,East_Anglia
1892,9,17.5,Tmax,East_Anglia
1893,9,18.6,Tmax,East_Anglia
1894,9,15.8,Tmax,East_Anglia
1895,9,22.3,Tmax,East_Anglia
1896,9,17.1,Tmax,East_Anglia
1897,9,16.9,Tmax,East_Anglia
1898,9,22.0,Tmax,East_Anglia
1899,9,18.5,Tmax,East_Anglia
1900,9,19.6,Tmax,East_Anglia
1901,9,19.1,Tmax,East_Anglia
1902,9,18.0,Tmax,East_Anglia
1903,9,18.2,Tmax,East_Anglia
1904,9,17.4,Tmax,East_Anglia
1905,9,17.2,Tmax,East_Anglia
1906,9,20.0,Tmax,East_Anglia
1907,9,19.4,Tmax,East_Anglia
1908,9,17.8,Tmax,East_Anglia
1909,9,16.4,Tmax,East_Anglia
1910,9,17.1,Tmax,East_Anglia
1911,9,21.1,Tmax,East_Anglia
1912,9,15.2,Tmax,East_Anglia
1913,9,18.7,Tmax,East_Anglia
1914,9,19.3,Tmax,East_Anglia
1915,9,18.7,Tmax,East_Anglia
1916,9,17.2,Tmax,East_Anglia
1917,9,19.0,Tmax,East_Anglia
1918,9,16.7,Tmax,East_Anglia
1919,9,18.6,Tmax,East_Anglia
1920,9,18.0,Tmax,East_Anglia
1921,9,20.3,Tmax,East_Anglia
1922,9,16.6,Tmax,East_Anglia
1923,9,18.2,Tmax,East_Anglia
1924,9,17.6,Tmax,East_Anglia
1925,9,15.9,Tmax,East_Anglia
1926,9,19.8,Tmax,East_Anglia
1927,9,16.8,Tmax,East_Anglia
1928,9,19.1,Tmax,East_Anglia
1929,9,22.4,Tmax,East_Anglia
1930,9,18.0,Tmax,East_Anglia
1931,9,15.9,Tmax,East_Anglia
1932,9,18.3,Tmax,East_Anglia
1933,9,20.5,Tmax,East_Anglia
1934,9,20.7,Tmax,East_Anglia
1935,9,18.7,Tmax,East_Anglia
1936,9,18.7,Tmax,East_Anglia
1937,9,18.8,Tmax,East_Anglia
1938,9,18.9,Tmax,East_Anglia
1939,9,19.2,Tmax,East_Anglia
1940,9,19.0,Tmax,East_Anglia
1941,9,19.0,Tmax,East_Anglia
1942,9,19.1,Tmax,East_Anglia
1943,9,18.6,Tmax,East_Anglia
1944,9,17.3,Tmax,East_Anglia
1945,9,18.4,Tmax,East_Anglia
1946,9,18.3,Tmax,East_Anglia
1947,9,21.1,Tmax,East_Anglia
1948,9,18.8,Tmax,East_Anglia
1949,9,22.0,Tmax,East_Anglia
1950,9,17.4,Tmax,East_Anglia
1951,9,19.0,Tmax,East_Anglia
1952,9,15.8,Tmax,East_Anglia
1953,9,18.8,Tmax,East_Anglia
1954,9,17.6,Tmax,East_Anglia
1955,9,19.5,Tmax,East_Anglia
1956,9,18.7,Tmax,East_Anglia
1957,9,16.7,Tmax,East_Anglia
1958,9,19.3,Tmax,East_Anglia
1959,9,21.1,Tmax,East_Anglia
1960,9,17.5,Tmax,East_Anglia
1961,9,20.0,Tmax,East_Anglia
1962,9,17.2,Tmax,East_Anglia
1963,9,17.6,Tmax,East_Anglia
1964,9,20.1,Tmax,East_Anglia
1965,9,17.1,Tmax,East_Anglia
1966,9,18.8,Tmax,East_Anglia
1967,9,18.1,Tmax,East_Anglia
1968,9,18.2,Tmax,East_Anglia
1969,9,18.6,Tmax,East_Anglia
1970,9,19.6,Tmax,East_Anglia
1971,9,19.6,Tmax,East_Anglia
1972,9,16.2,Tmax,East_Anglia
1973,9,19.6,Tmax,East_Anglia
1974,9,16.8,Tmax,East_Anglia
1975,9,18.9,Tmax,East_Anglia
1976,9,18.0,Tmax,East_Anglia
1977,9,17.8,Tmax,East_Anglia
1978,9,18.9,Tmax,East_Anglia
1979,9,19.0,Tmax,East_Anglia
1980,9,19.6,Tmax,East_Anglia
1981,9,19.8,Tmax,East_Anglia
1982,9,19.9,Tmax,East_Anglia
1983,9,18.0,Tmax,East_Anglia
1984,9,17.5,Tmax,East_Anglia
1985,9,19.7,Tmax,East_Anglia
1986,9,16.7,Tmax,East_Anglia
1987,9,18.8,Tmax,East_Anglia
1988,9,17.9,Tmax,East_Anglia
1989,9,19.9,Tmax,East_Anglia
1990,9,18.3,Tmax,East_Anglia
1991,9,20.2,Tmax,East_Anglia
1992,9,18.2,Tmax,East_Anglia
1993,9,16.7,Tmax,East_Anglia
1994,9,16.9,Tmax,East_Anglia
1995,9,18.0,Tmax,East_Anglia
1996,9,17.8,Tmax,East_Anglia
1997,9,19.5,Tmax,East_Anglia
1998,9,19.1,Tmax,East_Anglia
1999,9,20.9,Tmax,East_Anglia
2000,9,19.8,Tmax,East_Anglia
2001,9,17.3,Tmax,East_Anglia
2002,9,19.3,Tmax,East_Anglia
2003,9,20.9,Tmax,East_Anglia
2004,9,19.9,Tmax,East_Anglia
2005,9,20.6,Tmax,East_Anglia
2006,9,22.2,Tmax,East_Anglia
2007,9,19.1,Tmax,East_Anglia
2008,9,18.1,Tmax,East_Anglia
2009,9,19.8,Tmax,East_Anglia
2010,9,18.5,Tmax,East_Anglia
2011,9,20.9,Tmax,East_Anglia
2012,9,19.0,Tmax,East_Anglia
2013,9,18.8,Tmax,East_Anglia
2014,9,20.2,Tmax,East_Anglia
2015,9,17.8,Tmax,East_Anglia
2016,9,21.7,Tmax,East_Anglia
2017,9,18.4,Tmax,East_Anglia
2018,9,19.5,Tmax,East_Anglia
2019,9,20.0,Tmax,East_Anglia
2020,9,20.0,Tmax,East_Anglia
2021,9,21.4,Tmax,East_Anglia
2022,9,19.8,Tmax,East_Anglia
2023,9,22.9,Tmax,East_Anglia
2024,9,19.5,Tmax,East_Anglia
2025,9,19.8,Tmax,East_Anglia
2026,9,,Tmax,East_Anglia
1884,10,13.3,Tmax,East_Anglia
1885,10,10.8,Tmax,East_Anglia
1886,10,15.3,Tmax,East_Anglia
1887,10,11.0,Tmax,East_Anglia
1888,10,12.5,Tmax,East_Anglia
1889,10,12.7,Tmax,East_Anglia
1890,10,14.3,Tmax,East_Anglia
1891,10,14.3,Tmax,East_Anglia
1892,10,11.0,Tmax,East_Anglia
1893,10,14.6,Tmax,East_Anglia
1894,10,12.9,Tmax,East_Anglia
1895,10,11.8,Tmax,East_Anglia
1896,10,11.5,Tmax,East_Anglia
1897,10,14.2,Tmax,East_Anglia
1898,10,15.4,Tmax,East_Anglia
1899,10,14.2,Tmax,East_Anglia
1900,10,14.4,Tmax,East_Anglia
1901,10,14.1,Tmax,East_Anglia
1902,10,13.0,Tmax,East_Anglia
1903,10,14.3,Tmax,East_Anglia
1904,10,13.9,Tmax,East_Anglia
1905,10,10.8,Tmax,East_Anglia
1906,10,15.5,Tmax,East_Anglia
1907,10,14.3,Tmax,East_Anglia
1908,10,16.1,Tmax,East_Anglia
1909,10,14.5,Tmax,East_Anglia
1910,10,14.6,Tmax,East_Anglia
1911,10,13.5,Tmax,East_Anglia
1912,10,13.3,Tmax,East_Anglia
1913,10,15.1,Tmax,East_Anglia
1914,10,14.5,Tmax,East_Anglia
1915,10,13.2,Tmax,East_Anglia
1916,10,14.5,Tmax,East_Anglia
1917,10,12.1,Tmax,East_Anglia
1918,10,12.8,Tmax,East_Anglia
1919,10,12.0,Tmax,East_Anglia
1920,10,15.3,Tmax,East_Anglia
1921,10,18.1,Tmax,East_Anglia
1922,10,12.5,Tmax,East_Anglia
1923,10,13.7,Tmax,East_Anglia
1924,10,14.1,Tmax,East_Anglia
1925,10,14.7,Tmax,East_Anglia
